time_1,signal_1,time_2,signal_2,time_3,signal_3,time_4,signal_4
3.950000000000000178e+00,9.861993623081389160e+00,3.950000000000000178e+00,9.861993623081389160e+00,3.950000000000000178e+00,9.861993623081389160e+00,3.950000000000000178e+00,9.861993623081389160e+00
4.000000000000000000e+00,9.563499898574159275e+00,4.000000000000000000e+00,9.563499898574159275e+00,4.000000000000000000e+00,9.563499898574159275e+00,4.000000000000000000e+00,9.563499898574159275e+00
4.049999999999999822e+00,9.269367538792627315e+00,4.049999999999999822e+00,9.269367538792627315e+00,4.049999999999999822e+00,9.269367538792627315e+00,4.049999999999999822e+00,9.269367538792627315e+00
4.100000000000000533e+00,8.982535417048492121e+00,4.100000000000000533e+00,8.982535417048492121e+00,4.100000000000000533e+00,8.982535417048492121e+00,4.100000000000000533e+00,8.982535417048492121e+00
4.150000000000000355e+00,8.705869465088138526e+00,4.150000000000000355e+00,8.705869465088138526e+00,4.150000000000000355e+00,8.705869465088138526e+00,4.150000000000000355e+00,8.705869465088138526e+00
4.200000000000000178e+00,8.442134037649942968e+00,4.200000000000000178e+00,8.442134037649942968e+00,4.200000000000000178e+00,8.442134037649942968e+00,4.200000000000000178e+00,8.442134037649942968e+00
4.250000000000000000e+00,8.193964291945528444e+00,4.250000000000000000e+00,8.193964291945528444e+00,4.250000000000000000e+00,8.193964291945528444e+00,4.250000000000000000e+00,8.193964291945528444e+00
4.299999999999999822e+00,7.963839858039962749e+00,4.299999999999999822e+00,7.963839858039962749e+00,4.299999999999999822e+00,7.963839858039962749e+00,4.299999999999999822e+00,7.963839858039962749e+00
4.350000000000000533e+00,7.754060063207800724e+00,4.350000000000000533e+00,7.754060063207800724e+00,4.350000000000000533e+00,7.754060063207800724e+00,4.350000000000000533e+00,7.754060063207800724e+00
4.400000000000000355e+00,7.566720957815031845e+00,4.400000000000000355e+00,7.566720957815031845e+00,4.400000000000000355e+00,7.566720957815031845e+00,4.400000000000000355e+00,7.566720957815031845e+00
4.450000000000000178e+00,7.403694372276662605e+00,4.450000000000000178e+00,7.403694372276662605e+00,4.450000000000000178e+00,7.403694372276662605e+00,4.450000000000000178e+00,7.403694372276662605e+00
4.500000000000000000e+00,7.266609214345969292e+00,4.500000000000000000e+00,7.266609214345969292e+00,4.500000000000000000e+00,7.266609214345969292e+00,4.500000000000000000e+00,7.266609214345969292e+00
4.549999999999999822e+00,7.156835193606664092e+00,4.549999999999999822e+00,7.156835193606664092e+00,4.549999999999999822e+00,7.156835193606664092e+00,4.549999999999999822e+00,7.156835193606664092e+00
4.600000000000000533e+00,7.075469135787507469e+00,4.600000000000000533e+00,7.075469135787507469e+00,4.600000000000000533e+00,7.075469135787507469e+00,4.600000000000000533e+00,7.075469135787507469e+00
4.650000000000000355e+00,7.023324023642189218e+00,4.650000000000000355e+00,7.023324023642189218e+00,4.650000000000000355e+00,7.023324023642189218e+00,4.650000000000000355e+00,7.023324023642189218e+00
4.700000000000000178e+00,7.000920873894380669e+00,4.700000000000000178e+00,7.000920873894380669e+00,4.700000000000000178e+00,7.000920873894380669e+00,4.700000000000000178e+00,7.000920873894380669e+00
4.750000000000000000e+00,7.008483531410864664e+00,4.750000000000000000e+00,7.008483531410864664e+00,4.750000000000000000e+00,7.008483531410864664e+00,4.750000000000000000e+00,7.008483531410864664e+00
4.800000000000000711e+00,7.045936432617620149e+00,4.800000000000000711e+00,7.045936432617620149e+00,4.800000000000000711e+00,7.045936432617620149e+00,4.800000000000000711e+00,7.045936432617620149e+00
4.850000000000000533e+00,7.112905360506070807e+00,4.850000000000000533e+00,7.112905360506070807e+00,4.850000000000000533e+00,7.112905360506070807e+00,4.850000000000000533e+00,7.112905360506070807e+00
4.900000000000000355e+00,7.208721183685740108e+00,4.900000000000000355e+00,7.208721183685740108e+00,4.900000000000000355e+00,7.208721183685740108e+00,4.900000000000000355e+00,7.208721183685740108e+00
4.950000000000000178e+00,7.332426542123917201e+00,4.950000000000000178e+00,7.332426542123917201e+00,4.950000000000000178e+00,7.332426542123917201e+00,4.950000000000000178e+00,7.332426542123917201e+00
5.000000000000000000e+00,7.482785412770642353e+00,5.000000000000000000e+00,7.482785412770642353e+00,5.000000000000000000e+00,7.482785412770642353e+00,5.000000000000000000e+00,7.482785412770642353e+00
5.050000000000000711e+00,7.658295459492451940e+00,5.050000000000000711e+00,7.658295459492451940e+00,5.050000000000000711e+00,7.658295459492451940e+00,5.050000000000000711e+00,7.658295459492451940e+00
5.100000000000000533e+00,7.857203043918403296e+00,5.100000000000000533e+00,7.857203043918403296e+00,5.100000000000000533e+00,7.857203043918403296e+00,5.100000000000000533e+00,7.857203043918403296e+00
5.150000000000000355e+00,8.077520747215020336e+00,5.150000000000000355e+00,8.077520747215020336e+00,5.150000000000000355e+00,8.077520747215020336e+00,5.150000000000000355e+00,8.077520747215020336e+00
5.200000000000000178e+00,8.317047227718314062e+00,5.200000000000000178e+00,8.317047227718314062e+00,5.200000000000000178e+00,8.317047227718314062e+00,5.200000000000000178e+00,8.317047227718314062e+00
5.250000000000000000e+00,8.573389216012021308e+00,5.250000000000000000e+00,8.573389216012021308e+00,5.250000000000000000e+00,8.573389216012021308e+00,5.250000000000000000e+00,8.573389216012021308e+00
5.300000000000000711e+00,8.843985427684515344e+00,5.300000000000000711e+00,8.843985427684515344e+00,5.300000000000000711e+00,8.843985427684515344e+00,5.300000000000000711e+00,8.843985427684515344e+00
5.350000000000000533e+00,9.126132154835968180e+00,5.350000000000000533e+00,9.126132154835968180e+00,5.350000000000000533e+00,9.126132154835968180e+00,5.350000000000000533e+00,9.126132154835968180e+00
5.400000000000000355e+00,9.417010280633995478e+00,5.400000000000000355e+00,9.417010280633995478e+00,5.400000000000000355e+00,9.417010280633995478e+00,5.400000000000000355e+00,9.417010280633995478e+00
5.450000000000000178e+00,9.713713446997147116e+00,5.450000000000000178e+00,9.713713446997147116e+00,5.450000000000000178e+00,9.713713446997147116e+00,5.450000000000000178e+00,9.713713446997147116e+00
5.500000000000000000e+00,1.001327709396415244e+01,5.500000000000000000e+00,1.001327709396415244e+01,5.500000000000000000e+00,1.001327709396415244e+01,5.500000000000000000e+00,1.001327709396415244e+01
5.550000000000000711e+00,1.031270808059709587e+01,5.550000000000000711e+00,1.031270808059709587e+01,5.550000000000000711e+00,1.031270808059709587e+01,5.550000000000000711e+00,1.031270808059709587e+01
5.600000000000000533e+00,1.060901459145625658e+01,5.600000000000000533e+00,1.060901459145625658e+01,5.600000000000000533e+00,1.060901459145625658e+01,5.600000000000000533e+00,1.060901459145625658e+01
5.650000000000000355e+00,1.089923602983104445e+01,5.650000000000000355e+00,1.089923602983104445e+01,5.650000000000000355e+00,1.089923602983104445e+01,5.650000000000000355e+00,1.089923602983104445e+01
5.700000000000000178e+00,1.118047259904367330e+01,5.700000000000000178e+00,1.118047259904367330e+01,5.700000000000000178e+00,1.118047259904367330e+01,5.700000000000000178e+00,1.118047259904367330e+01
5.750000000000000000e+00,1.144991427625901714e+01,5.750000000000000000e+00,1.144991427625901714e+01,5.750000000000000000e+00,1.144991427625901714e+01,5.750000000000000000e+00,1.144991427625901714e+01
5.800000000000000711e+00,1.170486888930392411e+01,5.800000000000000711e+00,1.170486888930392411e+01,5.800000000000000711e+00,1.170486888930392411e+01,5.800000000000000711e+00,1.170486888930392411e+01
5.850000000000000533e+00,1.194278901596163145e+01,5.850000000000000533e+00,1.194278901596163145e+01,5.850000000000000533e+00,1.194278901596163145e+01,5.850000000000000533e+00,1.194278901596163145e+01
5.900000000000000355e+00,1.216129743697251619e+01,5.900000000000000355e+00,1.216129743697251619e+01,5.900000000000000355e+00,1.216129743697251619e+01,5.900000000000000355e+00,1.216129743697251619e+01
5.950000000000000178e+00,1.235821088842311788e+01,5.950000000000000178e+00,1.235821088842311788e+01,5.950000000000000178e+00,1.235821088842311788e+01,5.950000000000000178e+00,1.235821088842311788e+01
6.000000000000000000e+00,1.253156187619747541e+01,6.000000000000000000e+00,1.253156187619747541e+01,6.000000000000000000e+00,1.253156187619747541e+01,6.000000000000000000e+00,1.253156187619747541e+01
6.050000000000000711e+00,1.267961833452796938e+01,6.050000000000000711e+00,1.267961833452796938e+01,6.050000000000000711e+00,1.267961833452796938e+01,6.050000000000000711e+00,1.267961833452796938e+01
6.100000000000000533e+00,1.280090093222391445e+01,6.100000000000000533e+00,1.280090093222391445e+01,6.100000000000000533e+00,1.280090093222391445e+01,6.100000000000000533e+00,1.280090093222391445e+01
6.150000000000000355e+00,1.289419785365982918e+01,6.150000000000000355e+00,1.289419785365982918e+01,6.150000000000000355e+00,1.289419785365982918e+01,6.150000000000000355e+00,1.289419785365982918e+01
6.200000000000000178e+00,1.295857690683659058e+01,6.200000000000000178e+00,1.295857690683659058e+01,6.200000000000000178e+00,1.295857690683659058e+01,6.200000000000000178e+00,1.295857690683659058e+01
6.250000000000000000e+00,1.299339483753574243e+01,6.250000000000000000e+00,1.299339483753574243e+01,6.250000000000000000e+00,1.299339483753574243e+01,6.250000000000000000e+00,1.299339483753574243e+01
6.300000000000000711e+00,1.299830375650301306e+01,6.300000000000000711e+00,1.299830375650301306e+01,6.300000000000000711e+00,1.299830375650301306e+01,6.300000000000000711e+00,1.299830375650301306e+01
6.350000000000000533e+00,1.297325461544275882e+01,6.350000000000000533e+00,1.297325461544275882e+01,6.350000000000000533e+00,1.297325461544275882e+01,6.350000000000000533e+00,1.297325461544275882e+01
6.400000000000000355e+00,1.291849769709230600e+01,6.400000000000000355e+00,1.291849769709230600e+01,6.400000000000000355e+00,1.291849769709230600e+01,6.400000000000000355e+00,1.291849769709230600e+01
6.450000000000000178e+00,1.283458011447958214e+01,6.450000000000000178e+00,1.283458011447958214e+01,6.450000000000000178e+00,1.283458011447958214e+01,6.450000000000000178e+00,1.283458011447958214e+01
6.500000000000000000e+00,1.272234034435058803e+01,6.500000000000000000e+00,1.272234034435058803e+01,6.500000000000000000e+00,1.272234034435058803e+01,6.500000000000000000e+00,1.272234034435058803e+01
6.550000000000000711e+00,1.258289984938691575e+01,6.550000000000000711e+00,1.258289984938691575e+01,6.550000000000000711e+00,1.258289984938691575e+01,6.550000000000000711e+00,1.258289984938691575e+01
6.600000000000000533e+00,1.241765187292134875e+01,6.600000000000000533e+00,1.241765187292134875e+01,6.600000000000000533e+00,1.241765187292134875e+01,6.600000000000000533e+00,1.241765187292134875e+01
6.650000000000000355e+00,1.222824751811100796e+01,6.650000000000000355e+00,1.222824751811100796e+01,6.650000000000000355e+00,1.222824751811100796e+01,6.650000000000000355e+00,1.222824751811100796e+01
6.700000000000000178e+00,1.201657925066040455e+01,6.700000000000000178e+00,1.201657925066040455e+01,6.700000000000000178e+00,1.201657925066040455e+01,6.700000000000000178e+00,1.201657925066040455e+01
6.750000000000000000e+00,1.178476198992967561e+01,6.750000000000000000e+00,1.178476198992967561e+01,6.750000000000000000e+00,1.178476198992967561e+01,6.750000000000000000e+00,1.178476198992967561e+01
6.800000000000000711e+00,1.153511197735944194e+01,6.800000000000000711e+00,1.153511197735944194e+01,6.800000000000000711e+00,1.153511197735944194e+01,6.800000000000000711e+00,1.153511197735944194e+01
6.850000000000000533e+00,1.127012363335199119e+01,6.850000000000000533e+00,1.127012363335199119e+01,6.850000000000000533e+00,1.127012363335199119e+01,6.850000000000000533e+00,1.127012363335199119e+01
6.900000000000000355e+00,1.099244463384714088e+01,6.900000000000000355e+00,1.099244463384714088e+01,6.900000000000000355e+00,1.099244463384714088e+01,6.900000000000000355e+00,1.099244463384714088e+01
6.950000000000000178e+00,1.070484945561946866e+01,6.950000000000000178e+00,1.070484945561946866e+01,6.950000000000000178e+00,1.070484945561946866e+01,6.950000000000000178e+00,1.070484945561946866e+01
7.000000000000000000e+00,1.041021165462350062e+01,7.000000000000000000e+00,1.041021165462350062e+01,7.000000000000000000e+00,1.041021165462350062e+01,7.000000000000000000e+00,1.041021165462350062e+01
7.050000000000000711e+00,1.011147515437247435e+01,7.050000000000000711e+00,1.011147515437247435e+01,7.050000000000000711e+00,1.011147515437247435e+01,7.050000000000000711e+00,1.011147515437247435e+01
7.100000000000000533e+00,9.811624831227749866e+00,7.100000000000000533e+00,9.811624831227749866e+00,7.100000000000000533e+00,9.811624831227749866e+00,7.100000000000000533e+00,9.811624831227749866e+00
7.150000000000000355e+00,9.513656690500845059e+00,7.150000000000000355e+00,9.513656690500845059e+00,7.150000000000000355e+00,9.513656690500845059e+00,7.150000000000000355e+00,9.513656690500845059e+00
7.200000000000000178e+00,9.220547931358732185e+00,7.200000000000000178e+00,9.220547931358732185e+00,7.200000000000000178e+00,9.220547931358732185e+00,7.200000000000000178e+00,9.220547931358732185e+00
